id,name,ort,bundesstaat,region,land,jahr,kilometerstand,pS,preisEuro,kraftstoff,schaltung,besitzer,kilometerPerLiter,hubraum,sitze
132521,Hyundai i20 1.4 Asta,Mumbai,Maharashtra,Westindien,Indien,2017,27000,90,83224,Diesel,Manual,Erster,22.54,1396,5
132522,Maruti Alto K10 VXI AGS,Coimbatore,Tamil Nadu,Ostindien,Indien,2018,31919,68,546045,Benzin,Automatisch,Erster,24.07,998,5
132523,Hyundai Creta 1.6 SX Option Diesel,Coimbatore,Tamil Nadu,Ostindien,Indien,2016,47392,127,16549,Diesel,Manual,Erster,20.5,1582,5
132524,Honda Amaze VX i-Vtech,Mumbai,Maharashtra,Westindien,Indien,2016,17362,88,676569,Benzin,Manual,Erster,18,1198,5
132525,Hyundai i20 Active 1.4 SX Dual Tone,Kochi,Kerala,S?dindien,Indien,2016,49716,90,74243,Diesel,Manual,Erster,21.19,1396,5
132526,Maruti Celerio VXI,Delhi,DelhiStaat,Nordindien,Indien,2014,48000,68,389177,Benzin,Manual,Erster,23.1,998,5
132527,Audi A4 2.0 TDI,Kolkata,Westbengalen,Ostindien,Indien,2009,46000,149,1017847,Diesel,Automatisch,Erster,16.55,1968,5
132528,Hyundai Verna 1.4 CRDi,Bangalore,Karnataka,S?dindien,Indien,2016,79000,90,868164,Diesel,Manual,Erster,24.8,1396,5
132529,Renault Fluence Diesel E4,Pune,Maharashtra,Westindien,Indien,2013,57000,79,552032,Diesel,Manual,Erster,21.8,1461,5
132530,Volkswagen Polo 1.2 MPI Highline,Delhi,DelhiStaat,Nordindien,Indien,2016,29754,75,634658,Benzin,Manual,Erster,16.2,1199,5
132531,Tata Indigo LX,Ahmedabad,Gujarat,Westindien,Indien,2012,50123,71,227519,Diesel,Manual,Erster,17,1405,5
132532,Hyundai i10 Sportz,Kochi,Kerala,S?dindien,Indien,2012,57184,80,370017,Benzin,Manual,Erster,20.36,1197,5
132533,BMW 7 Series 730Ld Sedan,Mumbai,Maharashtra,Westindien,Indien,2007,75000,261,1137594,Diesel,Automatisch,Zweiter,16.46,2993,5
132534,Hyundai Creta 1.6 CRDi AT SX Plus,Mumbai,Maharashtra,Westindien,Indien,2015,26000,127,1514796,Diesel,Automatisch,Erster,17.01,1582,5
132535,Hyundai Grand i10 Magna,Delhi,DelhiStaat,Nordindien,Indien,2016,22129,83,508924,Benzin,Manual,Erster,18.9,1197,5
132536,Maruti Ritz VDi,Hyderabad,Telangana,S?dindien,Indien,2011,127887,75,353253,Diesel,Manual,Erster,21.1,1248,5
132537,Mahindra Scorpio 2.6 SLX CRDe,Hyderabad,Telangana,S?dindien,Indien,2006,92000,121,413126,Diesel,Manual,Erster,10.5,2179,8
132538,Hyundai i10 Era,Hyderabad,Telangana,S?dindien,Indien,2011,60634,69,395164,Benzin,Manual,Erster,19.81,1086,5
132539,Tata Safari Storme 2012-2015 VX,Hyderabad,Telangana,S?dindien,Indien,2014,90000,139,957974,Diesel,Manual,Erster,14,2179,7
132540,Honda Civic 2006-2010 1.8 V MT,Kolkata,Westbengalen,Ostindien,Indien,2009,59000,131,324514,Benzin,Manual,Erster,13.5,1799,5
132541,Maruti Zen Estilo LXI BSIII,Hyderabad,Telangana,S?dindien,Indien,2012,59293,68,323316,Benzin,Manual,Erster,18.2,998,5
132542,Maruti Swift Dzire VDI,Mumbai,Maharashtra,Westindien,Indien,2012,80753,75,53886,Diesel,Manual,Zweiter,23.4,1248,5
132543,Toyota Fortuner 4x2 Manual,Delhi,DelhiStaat,Nordindien,Indien,2015,40000,170,2245251,Diesel,Manual,Zweiter,13,2982,7
132544,Maruti Swift VDI,Pune,Maharashtra,Westindien,Indien,2014,103000,75,62867,Diesel,Manual,Zweiter,28.4,1248,5
132545,Maruti Wagon R Duo LX BSIII,Hyderabad,Telangana,S?dindien,Indien,2012,72389,59,383189,LPG,Manual,Erster,36.68,998,5
132546,Maruti Dzire LDI,Pune,Maharashtra,Westindien,Indien,2017,48000,74,71848,Diesel,Manual,Erster,28.4,1248,5
132547,Hyundai Grand i10 Asta,Kolkata,Westbengalen,Ostindien,Indien,2014,41000,83,376005,Benzin,Manual,Erster,18.9,1197,5
132548,Renault KWID RXL,Jaipur,Rajastahn,Nordindien,Indien,2016,26000,54,305354,Benzin,Manual,Erster,25.17,799,5
132549,Tata Indigo CS eGLX BS IV,Jaipur,Rajastahn,Nordindien,Indien,2012,30000,65,275417,Benzin,Manual,Zweiter,15.64,1193,5
132550,Ford Figo Diesel Titanium,Hyderabad,Telangana,S?dindien,Indien,2014,74624,69,676569,Diesel,Manual,Erster,20,1399,5
132551,Porsche Cayenne 2009-2014 Diesel,Kochi,Kerala,S?dindien,Indien,2015,47877,242,5774186,Diesel,Automatisch,Erster,15.15,2967,5
132552,Maruti Alto K10 VXI,Jaipur,Rajastahn,Nordindien,Indien,2016,35000,68,35924,Benzin,Manual,Erster,24.07,998,5
132553,Volkswagen Vento 1.5 TDI Highline,Ahmedabad,Gujarat,Westindien,Indien,2015,52123,104,8981,Diesel,Manual,Erster,20.34,1498,5
132554,Mahindra Scorpio 2.6 SLX CRDe,Bangalore,Karnataka,S?dindien,Indien,2005,90000,121,311341,Diesel,Manual,Erster,10.5,2179,8
132555,BMW X3 xDrive 20d Luxury Line,Mumbai,Maharashtra,Westindien,Indien,2018,1400,192,7334486,Diesel,Automatisch,Erster,18.56,1995,5
132556,Honda City 1.5 V MT,Chennai,Tamil Nadu,Ostindien,Indien,2009,122000,119,419113,Benzin,Manual,Zweiter,17,1497,5
132557,Mini Cooper 3 DOOR S,Kochi,Kerala,S?dindien,Indien,2016,21110,191,3466667,Benzin,Automatisch,Erster,17.44,1998,4
132558,Mitsubishi Pajero Sport 4X4 AT,Pune,Maharashtra,Westindien,Indien,2015,78000,177,1796201,Diesel,Automatisch,Erster,13.5,2477,6
132559,Maruti Swift Dzire VDi,Jaipur,Rajastahn,Nordindien,Indien,2012,72000,75,508924,Diesel,Manual,Erster,19.3,1248,5
132560,Bentley Continental Flying Spur,Hyderabad,Telangana,S?dindien,Indien,2006,48000,558,7065056,Benzin,Automatisch,Erster,8.6,5998,4
132561,Maruti Ertiga VDI,Pune,Maharashtra,Westindien,Indien,2013,43486,90,790328,Diesel,Manual,Erster,20.77,1248,7
132562,Toyota Innova 2.5 G4 Diesel 7-seater,Hyderabad,Telangana,S?dindien,Indien,2007,199000,103,622683,Diesel,Manual,Zweiter,12.8,2494,7
132563,Mercedes-Benz New C-Class C 200 Kompressor Elegance MT,Chennai,Tamil Nadu,Ostindien,Indien,2010,34000,180,1197467,Benzin,Manual,Erster,11.7,1796,5
132564,Mercedes-Benz New C-Class C 220 CDI BE Avantgare,Bangalore,Karnataka,S?dindien,Indien,2016,37944,169,4191135,Diesel,Automatisch,Erster,14.84,2143,5
132565,Ford Ecosport 1.5 DV5 MT Titanium Optional,Mumbai,Maharashtra,Westindien,Indien,2017,30000,91,1047784,Diesel,Manual,Erster,22.7,1498,5
132566,Toyota Etios Liva 1.2 G,Coimbatore,Tamil Nadu,Ostindien,Indien,2015,64005,80,547242,Benzin,Manual,Erster,17.71,1197,5
132567,Hyundai i10 Magna 1.2,Delhi,DelhiStaat,Nordindien,Indien,2012,62000,80,299367,Benzin,Manual,Erster,20.36,1197,5
132568,Land Rover Freelander 2 SE,Kochi,Kerala,S?dindien,Indien,2014,59885,149,2408106,Diesel,Automatisch,Erster,12.39,2179,5
132569,Toyota Innova 2.5 V Diesel 8-seater,Hyderabad,Telangana,S?dindien,Indien,2011,144471,103,934024,Diesel,Manual,Erster,12.8,2494,8
132570,Hyundai i20 1.2 Magna,Coimbatore,Tamil Nadu,Ostindien,Indien,2011,63991,81,432286,Benzin,Manual,Erster,18.5,1197,5
132571,Nissan Micra XV CVT,Mumbai,Maharashtra,Westindien,Indien,2015,34895,77,550835,Benzin,Automatisch,Erster,19.15,1198,5
132572,BMW X6 xDrive 40d M Sport,Ahmedabad,Gujarat,Westindien,Indien,2015,97003,312,1017847,Diesel,Automatisch,Erster,15.87,2993,5
132573,Honda City 1.5 V AT,Kolkata,Westbengalen,Ostindien,Indien,2015,45000,119,62867,Benzin,Automatisch,Erster,16.8,1497,5
132574,Honda Amaze E i-Dtech,Delhi,DelhiStaat,Nordindien,Indien,2013,45000,100,395164,Diesel,Manual,Zweiter,25.8,1498,5
132575,Toyota Fortuner 3.0 Diesel,Bangalore,Karnataka,S?dindien,Indien,2013,100000,173,2125504,Diesel,Manual,Zweiter,11.5,2982,7
132576,Land Rover Discovery Sport SD4 HSE Luxury,Delhi,DelhiStaat,Nordindien,Indien,2016,70000,190,4191135,Diesel,Automatisch,Erster,12.97,2179,5
132577,Hyundai Creta 1.6 CRDi SX,Coimbatore,Tamil Nadu,Ostindien,Indien,2016,37023,127,1603408,Diesel,Manual,Erster,19.67,1582,5
132578,Chevrolet Beat Diesel LT,Chennai,Tamil Nadu,Ostindien,Indien,2012,81000,57,299367,Diesel,Manual,Erster,25.44,936,5
132579,Toyota Innova Crysta 2.8 GX AT,Kochi,Kerala,S?dindien,Indien,2017,20789,173,219855,Diesel,Automatisch,Erster,11.36,2755,7
132580,Maruti Swift Dzire VDI,Jaipur,Rajastahn,Nordindien,Indien,2015,68310,75,712493,Diesel,Manual,Erster,23.4,1248,5
132581,Hyundai Creta 1.6 CRDi SX Option,Mumbai,Maharashtra,Westindien,Indien,2015,47250,127,1317214,Diesel,Manual,Zweiter,19.67,1582,5
132582,Land Rover Range Rover Sport SE,Delhi,DelhiStaat,Nordindien,Indien,2014,47000,258,77536,Diesel,Automatisch,Zweiter,12.65,2993,5
132583,Honda Amaze VX i-DTEC,Hyderabad,Telangana,S?dindien,Indien,2017,128000,100,754404,Diesel,Manual,Erster,25.8,1498,5
132584,Hyundai Creta 1.6 SX Plus Dual Tone Benzin,Kochi,Kerala,S?dindien,Indien,2017,17702,123,1429776,Benzin,Manual,Erster,15.29,1591,5
132585,Volkswagen Vento Sport 1.2 TSI AT,Mumbai,Maharashtra,Westindien,Indien,2014,34987,105,712493,Benzin,Automatisch,Erster,18.19,1197,5
132586,Honda City i DTec VX,Ahmedabad,Gujarat,Westindien,Indien,2017,37000,100,1317214,Diesel,Manual,Erster,26,1498,5
132587,Hyundai Creta 1.6 SX Plus Dual Tone Benzin,Coimbatore,Tamil Nadu,Ostindien,Indien,2017,38271,123,1500426,Benzin,Manual,Erster,15.29,1591,5
132588,Ford Figo Diesel Titanium,Bangalore,Karnataka,S?dindien,Indien,2012,32510,69,44905,Diesel,Manual,Zweiter,20,1399,5
132589,BMW 5 Series 2013-2017 530d M Sport,Pune,Maharashtra,Westindien,Indien,2014,88000,261,3233161,Diesel,Automatisch,Erster,14.69,2993,5
132590,Mitsubishi Pajero 2.8 SFX 7Str,Pune,Maharashtra,Westindien,Indien,2012,116000,108,119148,Diesel,Manual,Erster,10.5,2835,6
132591,Renault Duster 85PS Diesel RxL Option,Jaipur,Rajastahn,Nordindien,Indien,2013,156000,85,502936,Diesel,Manual,Erster,19.87,1461,5
132592,Maruti Ritz VXI,Delhi,DelhiStaat,Nordindien,Indien,2010,75319,87,239493,Benzin,Manual,Zweiter,21.1,1197,5
132593,Hyundai Grand i10 Sportz,Kolkata,Westbengalen,Ostindien,Indien,2013,28000,83,389177,Benzin,Manual,Erster,18.9,1197,5
132594,Mercedes-Benz GLA Class 200 CDI SPORT,Bangalore,Karnataka,S?dindien,Indien,2017,16500,137,4071388,Diesel,Automatisch,Erster,17.9,2143,5
132595,BMW 5 Series 520d Luxury Line,Coimbatore,Tamil Nadu,Ostindien,Indien,2016,75637,192,3636708,Diesel,Automatisch,Erster,22.48,1995,5
132596,Hyundai Creta 1.6 SX Plus Benzin Automatic,Kochi,Kerala,S?dindien,Indien,2018,32854,123,1508809,Benzin,Automatisch,Erster,13,1591,5
132597,Renault KWID RXT Optional,Kochi,Kerala,S?dindien,Indien,2019,6568,54,609511,Benzin,Manual,Erster,25.17,799,5
132598,Audi A4 3.0 TDI Quattro,Bangalore,Karnataka,S?dindien,Indien,2014,30000,244,2933794,Diesel,Automatisch,Erster,14.94,2967,5
132599,Maruti Ciaz VDI SHVS,Kochi,Kerala,S?dindien,Indien,2018,17804,89,954381,Diesel,Manual,Zweiter,28.09,1248,5
132600,Honda Jazz S,Delhi,DelhiStaat,Nordindien,Indien,2011,69768,91,347265,Benzin,Manual,Erster,16,1198,5
132601,BMW 3 Series 320d Luxury Line,Kochi,Kerala,S?dindien,Indien,2016,62404,192,2554197,Diesel,Automatisch,Erster,22.69,1995,5
132602,Hyundai Verna SX CRDi AT,Bangalore,Karnataka,S?dindien,Indien,2012,97000,128,778354,Diesel,Automatisch,Zweiter,19.08,1582,5
132603,Hyundai Creta 1.4 CRDi S Plus,Coimbatore,Tamil Nadu,Ostindien,Indien,2016,55687,90,1454923,Diesel,Manual,Erster,21.38,1396,5
132604,Volkswagen Vento 2013-2015 1.6 Comfortline,Kolkata,Westbengalen,Ostindien,Indien,2014,17000,104,508924,Benzin,Manual,Erster,15.04,1598,5
132605,BMW 3 Series Luxury Line,Coimbatore,Tamil Nadu,Ostindien,Indien,2017,34232,192,4291722,Diesel,Automatisch,Erster,21.76,1995,5
132606,Honda CR-V Benzin 2WD,Chennai,Tamil Nadu,Ostindien,Indien,2004,135000,154,35924,Benzin,Automatisch,Dritter,14.4,1997,5
132607,Renault Duster 110PS Diesel RxZ AWD,Chennai,Tamil Nadu,Ostindien,Indien,2012,80000,110,80829,Diesel,Manual,Erster,19.72,1461,5
132608,Hyundai i20 Asta 1.2,Bangalore,Karnataka,S?dindien,Indien,2014,31045,83,676569,Benzin,Manual,Zweiter,18.6,1197,5
132609,Volkswagen Jetta 2013-2015 2.0L TDI Highline AT,Pune,Maharashtra,Westindien,Indien,2013,58000,139,8981,Diesel,Automatisch,Zweiter,16.96,1968,5
132610,Hyundai Creta 1.6 SX Plus Diesel,Kochi,Kerala,S?dindien,Indien,2018,35480,127,1597421,Diesel,Manual,Erster,19.67,1582,5
132611,Maruti Ciaz VDI SHVS,Hyderabad,Telangana,S?dindien,Indien,2016,62287,89,945999,Diesel,Manual,Erster,28.09,1248,5
132612,Hyundai i20 Asta 1.4 CRDi,Coimbatore,Tamil Nadu,Ostindien,Indien,2015,46162,90,835832,Diesel,Manual,Erster,22.54,1396,5
132613,Hyundai Verna 1.6 SX VTVT,Mumbai,Maharashtra,Westindien,Indien,2014,9200,123,688544,Benzin,Manual,Erster,17.01,1591,5
132614,Volkswagen Polo Diesel Trendline 1.2L,Kolkata,Westbengalen,Ostindien,Indien,2012,55339,75,317329,Diesel,Manual,Erster,22.07,1199,5
132615,Volkswagen Polo Diesel Trendline 1.2L,Kolkata,Westbengalen,Ostindien,Indien,2011,55476,75,298169,Diesel,Manual,Erster,22.07,1199,5
132616,Maruti SX4 Vxi BSIII,Pune,Maharashtra,Westindien,Indien,2007,68553,106,17962,Benzin,Manual,Zweiter,15,1586,5
132617,Honda Mobilio RS Option i DTEC,Kochi,Kerala,S?dindien,Indien,2016,67376,100,778354,Diesel,Manual,Erster,24.5,1498,7
132618,Renault Duster 110PS Diesel RxZ Plus,Hyderabad,Telangana,S?dindien,Indien,2013,42000,110,957974,Diesel,Manual,Erster,19.64,1461,5
132619,Toyota Fortuner 2.8 2WD AT,Coimbatore,Tamil Nadu,Ostindien,Indien,2019,28069,176,3694186,Diesel,Automatisch,Erster,12.9,2755,7
132620,Volvo XC60 D4 SUMMUM,Kochi,Kerala,S?dindien,Indien,2014,93144,183,2053656,Diesel,Automatisch,Erster,14.7,1984,5
132621,Maruti Celerio VXI AT,Hyderabad,Telangana,S?dindien,Indien,2014,24300,68,544848,Benzin,Automatisch,Erster,23.1,998,5
132622,Maruti Ciaz ZDi Plus,Hyderabad,Telangana,S?dindien,Indien,2015,47883,89,886126,Diesel,Manual,Zweiter,26.21,1248,5
132623,Audi Q5 2008-2012 2.0 TDI,Kochi,Kerala,S?dindien,Indien,2013,12467,169,3070306,Diesel,Automatisch,Erster,12.8,1968,5
132624,BMW X1 sDrive 20d Sportline,Kolkata,Westbengalen,Ostindien,Indien,2013,56683,186,1616581,Diesel,Automatisch,Zweiter,17.05,1995,5
132625,Ford Figo Benzin ZXI,Bangalore,Karnataka,S?dindien,Indien,2013,38000,71,425101,Benzin,Manual,Erster,15.6,1196,5
132626,Hyundai Elantra CRDi SX,Ahmedabad,Gujarat,Westindien,Indien,2018,35000,127,1796201,Diesel,Manual,Erster,22.7,1582,5
132627,Hyundai Verna 1.6 i ABS,Pune,Maharashtra,Westindien,Indien,2007,80000,104,233506,Benzin,Manual,Zweiter,13.9,1599,5
132628,Honda Civic 2006-2010 1.8 S MT,Pune,Maharashtra,Westindien,Indien,2006,125000,131,275417,Benzin,Manual,Zweiter,13.5,1799,5
132629,Toyota Fortuner 4x4 MT,Chennai,Tamil Nadu,Ostindien,Indien,2013,123000,170,1796201,Diesel,Manual,Zweiter,12.55,2982,7
132630,Hyundai i10 Sportz,Chennai,Tamil Nadu,Ostindien,Indien,2012,70000,80,377202,Benzin,Manual,Erster,20.36,1197,5
132631,Nissan Sunny 2011-2014 Diesel XL,Hyderabad,Telangana,S?dindien,Indien,2012,87982,86,598734,Diesel,Manual,Erster,21.64,1461,5
132632,BMW 5 Series 2013-2017 520d Luxury Line,Jaipur,Rajastahn,Nordindien,Indien,2013,40714,192,2963731,Diesel,Automatisch,Zweiter,18.12,1995,5
132633,Chevrolet Optra Magnum 2.0 LT,Pune,Maharashtra,Westindien,Indien,2008,83000,125,311341,Diesel,Manual,Zweiter,16.52,1991,5
132634,Hyundai i10 Asta,Ahmedabad,Gujarat,Westindien,Indien,2011,86000,80,44905,Benzin,Manual,Erster,20.36,1197,5
132635,Skoda Laura Ambiente,Ahmedabad,Gujarat,Westindien,Indien,2009,60002,107,580772,Diesel,Manual,Zweiter,17.5,1896,5
132636,Mercedes-Benz E-Class 2009-2013 E 220 CDI Avantgarde,Jaipur,Rajastahn,Nordindien,Indien,2013,60000,172,3233161,Diesel,Automatisch,Erster,10,2148,5
132637,Honda Amaze SX i-DTEC,Kolkata,Westbengalen,Ostindien,Indien,2014,84677,100,35924,Diesel,Manual,Erster,25.8,1498,5
132638,BMW X1 xDrive 20d xLine,Delhi,DelhiStaat,Nordindien,Indien,2017,23000,192,3442718,Diesel,Automatisch,Erster,20.68,1995,5
132639,Toyota Innova 2.5 G (Diesel) 8 Seater,Hyderabad,Telangana,S?dindien,Indien,2016,81424,102,173513,Diesel,Manual,Erster,12.99,2494,8
132640,Porsche Panamera 2010 2013 Diesel,Delhi,DelhiStaat,Nordindien,Indien,2013,36400,398,8621763,Diesel,Automatisch,Erster,7.5,4806,4
132641,Nissan Sunny XV D,Chennai,Tamil Nadu,Ostindien,Indien,2012,70000,86,478987,Diesel,Manual,Zweiter,22.71,1461,5
132642,Maruti Swift Dzire LDI,Delhi,DelhiStaat,Nordindien,Indien,2015,40000,75,53886,Diesel,Manual,Zweiter,26.59,1248,5
132643,Maruti Wagon R ZXI AMT 1.2,Mumbai,Maharashtra,Westindien,Indien,2019,600,83,748417,Benzin,Automatisch,Erster,21.5,1197,5
132644,Volkswagen Jetta 2013-2015 2.0L TDI Highline AT,Pune,Maharashtra,Westindien,Indien,2015,65320,139,1377087,Diesel,Automatisch,Zweiter,16.96,1968,5
132645,Honda Aord 2.4 Inspire M/T,Pune,Maharashtra,Westindien,Indien,2009,79000,182,371215,Benzin,Manual,Dritter,9.8,2354,5
132646,Honda City i VTEC V,Mumbai,Maharashtra,Westindien,Indien,2018,5000,118,1210639,Benzin,Manual,Erster,17.8,1497,5
132647,Hyundai Verna 1.6 SX VTVT,Coimbatore,Tamil Nadu,Ostindien,Indien,2019,6028,123,1381877,Benzin,Manual,Erster,17.01,1591,5
132648,Maruti Wagon R LX BSII,Delhi,DelhiStaat,Nordindien,Indien,2006,86000,68,119747,Benzin,Manual,Zweiter,18.9,998,5
132649,Maruti Swift Dzire Tour LDI,Kolkata,Westbengalen,Ostindien,Indien,2013,160000,75,299367,Diesel,Manual,Zweiter,23.4,1248,5
132650,Audi Q5 2008-2012 2.0 TFSI Quattro,Kochi,Kerala,S?dindien,Indien,2011,59967,210,2155441,Benzin,Automatisch,Erster,9.74,1984,5
132651,Toyota Etios Cross 1.4 GD,Coimbatore,Tamil Nadu,Ostindien,Indien,2018,43127,68,820265,Diesel,Manual,Erster,23.59,1364,5
132652,Hyundai i10 Era 1.1 iTech SE,Kochi,Kerala,S?dindien,Indien,2012,65727,69,355648,Benzin,Manual,Erster,19.81,1086,5
132653,Hyundai Verna 1.6 VTVT,Pune,Maharashtra,Westindien,Indien,2013,70000,123,568797,Benzin,Manual,Erster,17.01,1591,5
132654,Volkswagen Polo 1.5 TDI Highline,Coimbatore,Tamil Nadu,Ostindien,Indien,2018,39861,90,883731,Diesel,Manual,Erster,20.14,1498,5
132655,BMW 5 Series 520d Sport Line,Delhi,DelhiStaat,Nordindien,Indien,2017,16485,190,5119172,Diesel,Automatisch,Erster,22.48,1995,5
132656,Hyundai i20 1.4 Asta Optional With Sunroof,Bangalore,Karnataka,S?dindien,Indien,2010,77332,91,437075,Diesel,Manual,Zweiter,23,1396,5
132657,Hyundai Grand i10 Asta Option AT,Kochi,Kerala,S?dindien,Indien,2017,17489,83,717283,Benzin,Automatisch,Erster,18.9,1197,5
132658,Toyota Fortuner 4x2 4 Speed AT,Pune,Maharashtra,Westindien,Indien,2012,125000,171,1616581,Diesel,Automatisch,Erster,11.5,2982,7
132659,Maruti Baleno Zeta Automatic,Chennai,Tamil Nadu,Ostindien,Indien,2016,35129,84,838227,Benzin,Automatisch,Erster,21.4,1197,5
132660,Hyundai Creta 1.6 SX Plus Benzin Automatic,Hyderabad,Telangana,S?dindien,Indien,2016,22982,123,1311226,Benzin,Automatisch,Erster,13,1591,5
132661,Hyundai i10 Sportz,Pune,Maharashtra,Westindien,Indien,2013,54500,80,353253,Benzin,Manual,Dritter,20.36,1197,5
132662,Tata Tigor XE Diesel,Ahmedabad,Gujarat,Westindien,Indien,2017,16235,70,658607,Diesel,Manual,Erster,24.7,1047,5
132663,Skoda Superb Style 1.8 TSI AT,Kochi,Kerala,S?dindien,Indien,2017,73641,179,2045274,Benzin,Automatisch,Erster,14.67,1798,5
132664,Maruti Swift Dzire VDI,Hyderabad,Telangana,S?dindien,Indien,2015,59572,75,820265,Diesel,Manual,Erster,26.59,1248,5
132665,Honda CR-V 2.0 AT,Jaipur,Rajastahn,Nordindien,Indien,2014,112827,143,125734,Benzin,Automatisch,Erster,13.1,1997,5
132666,Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,Hyderabad,Telangana,S?dindien,Indien,2010,118000,103,1047784,Diesel,Manual,Erster,12.8,2494,8
132667,Honda City 1.5 V MT,Kolkata,Westbengalen,Ostindien,Indien,2010,60000,119,323316,Benzin,Manual,Erster,17,1497,5
132668,Hyundai Verna VTVT 1.6 AT SX Plus,Mumbai,Maharashtra,Westindien,Indien,2012,75059,123,508924,Benzin,Automatisch,Erster,17,1591,5
132669,Toyota Etios 1.4 VXD,Pune,Maharashtra,Westindien,Indien,2018,3000,68,945999,Diesel,Manual,Erster,23.59,1364,5
132670,Skoda Superb Elegance 1.8 TSI AT,Delhi,DelhiStaat,Nordindien,Indien,2011,78000,159,53886,Benzin,Automatisch,Zweiter,13.7,1798,5
132671,Nissan Sunny 2011-2014 Diesel XV,Kolkata,Westbengalen,Ostindien,Indien,2012,47000,86,478987,Diesel,Manual,Erster,21.64,1461,5
132672,Honda City 1.5 V MT Exclusive,Delhi,DelhiStaat,Nordindien,Indien,2012,42000,119,568797,Benzin,Manual,Erster,17,1497,5
132673,Hyundai Elite i20 Diesel Asta Option,Kolkata,Westbengalen,Ostindien,Indien,2018,6820,90,916062,Diesel,Manual,Erster,22.54,1396,5
132674,Chevrolet Optra 1.6 LT Royale,Kochi,Kerala,S?dindien,Indien,2013,55176,105,415521,Benzin,Manual,Zweiter,17.4,1599,5
132675,Honda Amaze S i-Vtech,Kochi,Kerala,S?dindien,Indien,2016,39854,88,675371,Benzin,Manual,Erster,18,1198,5
132676,Volkswagen Polo Benzin Comfortline 1.2L,Kolkata,Westbengalen,Ostindien,Indien,2013,24000,75,353253,Benzin,Manual,Erster,16.47,1198,5
132677,Maruti Swift VDI,Jaipur,Rajastahn,Nordindien,Indien,2016,55000,75,676569,Diesel,Manual,Erster,22.9,1248,5
132678,Ford Endeavour 3.0L 4X4 AT,Kochi,Kerala,S?dindien,Indien,2012,45840,155,100707,Diesel,Automatisch,Erster,11.4,2953,7
132679,Maruti Baleno LXI,Pune,Maharashtra,Westindien,Indien,2006,155000,95,101785,Benzin,Manual,Dritter,15.4,1590,5
132680,Maruti Wagon R LX,Pune,Maharashtra,Westindien,Indien,2003,125000,68,95797,Benzin,Manual,Zweiter,18.9,998,5
132681,Volkswagen Polo 1.5 TDI Highline,Coimbatore,Tamil Nadu,Ostindien,Indien,2014,52951,89,676569,Diesel,Manual,Erster,20.14,1498,5
132682,Hyundai Verna 1.6 SX VTVT (O),Kolkata,Westbengalen,Ostindien,Indien,2013,49000,123,53886,Benzin,Manual,Erster,17.1,1591,5
132683,Maruti Ciaz ZDi Plus SHVS,Ahmedabad,Gujarat,Westindien,Indien,2015,52000,89,826252,Diesel,Manual,Erster,28.09,1248,5
132684,Nissan Sunny 2011-2014 Diesel XL,Jaipur,Rajastahn,Nordindien,Indien,2013,120005,86,478987,Diesel,Manual,Erster,21.64,1461,5
132685,Skoda Rapid 1.6 MPI Ambition With Alloy Wheel,Mumbai,Maharashtra,Westindien,Indien,2015,33000,105,670582,Benzin,Manual,Erster,15,1598,5
132686,Maruti Eeco 7 Seater Standard,Delhi,DelhiStaat,Nordindien,Indien,2016,126000,74,263443,Benzin,Manual,Erster,15.1,1196,7
132687,Skoda Rapid Ultima 1.6 MPI Ambition Plus,Bangalore,Karnataka,S?dindien,Indien,2013,66700,105,478987,Benzin,Manual,Erster,15,1598,5
132688,Toyota Fortuner 4x4 MT,Jaipur,Rajastahn,Nordindien,Indien,2014,122000,170,1915947,Diesel,Manual,Zweiter,12.55,2982,7
132689,Hyundai Creta 1.6 CRDi SX,Mumbai,Maharashtra,Westindien,Indien,2016,29000,127,1508809,Diesel,Manual,Erster,19.67,1582,5
132690,Hyundai i20 Magna Optional 1.2,Kochi,Kerala,S?dindien,Indien,2014,42315,84,573587,Benzin,Manual,Erster,18.5,1197,5
132691,Maruti Wagon R LXI CNG,Mumbai,Maharashtra,Westindien,Indien,2015,22001,59,437075,CNG,Manual,Erster,37.24,998,5
132692,Honda City i DTEC V,Kochi,Kerala,S?dindien,Indien,2016,84580,100,81787,Diesel,Manual,Erster,26,1498,5
132693,Maruti 800 Std,Jaipur,Rajastahn,Nordindien,Indien,2002,75000,37,61071,Benzin,Manual,Erster,16.1,796,4
132694,Ford Ikon 1.3 Flair,Pune,Maharashtra,Westindien,Indien,2006,85000,71,82625,Benzin,Manual,Zweiter,13.8,1299,5
132695,Maruti Swift Dzire LXI,Delhi,DelhiStaat,Nordindien,Indien,2015,24296,84,556822,Benzin,Manual,Erster,20.85,1197,5
132696,Honda City 1.5 V MT Sunroof,Kolkata,Westbengalen,Ostindien,Indien,2014,40000,117,777156,Benzin,Manual,Erster,16.8,1497,5
